"382",""AIX (ppc)""
"643",""AIX (ppc64)""
"3",""Darwin (i386)""
"1",""Darwin (universal)""
"342",""FreeBSD (amd64)""
"143",""FreeBSD (i386)""
"204",""HP-UX (IA64N)""
"6",""HP-UX (IA64W)""
"55",""HP-UX (PA_RISC2.0)""
"1",""HP-UX (PA_RISC2.0W)""
"4",""HP-UX (ia64)""
"6",""Linux (aarch64)""
"102180",""Linux (amd64)""
"181",""Linux (arm)""
"16457",""Linux (i386)""
"20",""Linux (ia64)""
"30",""Linux (ppc)""
"132",""Linux (ppc64)""
"8",""Linux (ppc64le)""
"9",""Linux (s390)""
"99",""Linux (s390x)""
"206",""Linux (x86)""
"6",""Mac OS X (amd64)""
"32",""Mac OS X (i386)""
"4",""Mac OS X (ppc)""
"10748",""Mac OS X (x86_64)""
"2",""NONSTOP_KERNEL (IA64N)""
"2",""NetBSD (amd64)""
"2",""NetBSD (i386)""
"3",""OS/400 (PowerPC)""
"1",""ObviouslyFakeOS (amd64)""
"18",""OpenBSD (amd64)""
"4",""OpenBSD (i386)""
"112",""SunOS (amd64)""
"1482",""SunOS (sparc)""
"130",""SunOS (sparcv9)""
"1021",""SunOS (x86)""
"17",""Windows 2000 (x86)""
"674",""Windows 2003 (amd64)""
"4406",""Windows 2003 (x86)""
"10013",""Windows 7 (amd64)""
"17261",""Windows 7 (x86)""
"935",""Windows 8 (amd64)""
"1265",""Windows 8 (x86)""
"246",""Windows 8.1 (amd64)""
"325",""Windows 8.1 (x86)""
"322",""Windows NT (unknown) (amd64)""
"312",""Windows NT (unknown) (x86)""
"9",""Windows Server 2003 (amd64)""
"49",""Windows Server 2003 (x86)""
"745",""Windows Server 2008 (amd64)""
"1636",""Windows Server 2008 (x86)""
"9807",""Windows Server 2008 R2 (amd64)""
"1",""Windows Server 2008 R2 (ia64)""
"8859",""Windows Server 2008 R2 (x86)""
"1256",""Windows Server 2012 (amd64)""
"1788",""Windows Server 2012 (x86)""
"393",""Windows Server 2012 R2 (amd64)""
"153",""Windows Server 2012 R2 (x86)""
"121",""Windows Vista (amd64)""
"631",""Windows Vista (x86)""
"105",""Windows XP (amd64)""
"3927",""Windows XP (x86)""
"3",""z/OS (s390)""
"60466","N/A"
