"338",""AIX (ppc)""
"352",""AIX (ppc64)""
"3",""Bitrig (amd64)""
"2",""Darwin (i386)""
"1",""Darwin (universal)""
"243",""FreeBSD (amd64)""
"104",""FreeBSD (i386)""
"1",""GNU/kFreeBSD (amd64)""
"153",""HP-UX (IA64N)""
"28",""HP-UX (IA64W)""
"65",""HP-UX (PA_RISC2.0)""
"1",""HP-UX (PA_RISC2.0W)""
"2",""HP-UX (ia64)""
"63001",""Linux (amd64)""
"76",""Linux (arm)""
"15534",""Linux (i386)""
"18",""Linux (ia64)""
"2",""Linux (mipsel)""
"34",""Linux (ppc)""
"46",""Linux (ppc64)""
"4",""Linux (s390)""
"38",""Linux (s390x)""
"1",""Linux (sparc)""
"148",""Linux (x86)""
"10",""Mac OS X (amd64)""
"88",""Mac OS X (i386)""
"5",""Mac OS X (ppc)""
"2",""Mac OS X (universal)""
"7556",""Mac OS X (x86_64)""
"5",""OpenBSD (amd64)""
"7",""OpenBSD (i386)""
"59",""SunOS (amd64)""
"1390",""SunOS (sparc)""
"108",""SunOS (sparcv9)""
"955",""SunOS (x86)""
"1",""UnixWare (IA32)""
"37",""Windows 2000 (x86)""
"677",""Windows 2003 (amd64)""
"4632",""Windows 2003 (x86)""
"5647",""Windows 7 (amd64)""
"10681",""Windows 7 (x86)""
"444",""Windows 8 (amd64)""
"508",""Windows 8 (x86)""
"191",""Windows NT (unknown) (amd64)""
"353",""Windows NT (unknown) (x86)""
"4",""Windows Server 2003 (amd64)""
"24",""Windows Server 2003 (x86)""
"616",""Windows Server 2008 (amd64)""
"1437",""Windows Server 2008 (x86)""
"5837",""Windows Server 2008 R2 (amd64)""
"6424",""Windows Server 2008 R2 (x86)""
"316",""Windows Server 2012 (amd64)""
"332",""Windows Server 2012 (x86)""
"1",""Windows Server 8 (amd64)""
"102",""Windows Vista (amd64)""
"506",""Windows Vista (x86)""
"169",""Windows XP (amd64)""
"5701",""Windows XP (x86)""
"3",""z/OS (s390)""
"39099","N/A"
